id,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,city
802216634798169031,Washington Park Inn 6,"Charming 5 room bed and breakfast located across from Washington Park in Albany, NY. Each room has a private bathroom and workstation. Guests have access to a shared kitchen, dining area, living space and small office nook with printer.","The Inn is only two blocks from hip Center Square, a neighborhood of 19th century brownstones, where you can stroll to numerous restaurants, galleries, pubs, and music venues. We cater to busy professionals who just need things to work or the leisure traveler who wants to relax and take things in. ​Peddle bikes are offered complimentary to our guests.",493882819,Terra,2023-01-02,"Voorheesville, NY",,within a day,100%,100%,f,Park South,7.0,7.0,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,42.65751,-73.77409,Private room in bed and breakfast,Private room,2,1.0,1 private bath,1.0,1.0,"[""Dishwasher"", ""Central heating"", ""Coffee maker: Keurig coffee machine"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Bathtub"", ""Wine glasses"", ""First aid kit"", ""Shampoo"", ""Long term stays allowed"", ""Wifi"", ""Washer"", ""Dishes and silverware"", ""Air conditioning"", ""Smoke alarm"", ""Kitchen"", ""BBQ grill"", ""Pets allowed"", ""Free dryer \u2013 In building"", ""Cooking basics"", ""Conditioner"", ""Lock on bedroom door"", ""Essentials"", ""Clothing storage"", ""Hangers"", ""Dining table"", ""TV"", ""Hot water kettle"", ""Body soap"", ""Oven"", ""Hair dryer"", ""Iron"", ""Dedicated workspace"", ""Coffee"", ""Fire extinguisher"", ""Hot water""]",168.0,t,26,56,85,291,6,1,0,291.0,2.0,6.0,1008.0,2023-08-06,2024-10-13,4.33,4.83,4.5,4.67,4.17,4.67,4.17,0.31,Albany
1223982811498688622,"Apartment w/ Deck in Albany, Walk to Downtown!","Convenient Location | Built in 1862 | 3 Samsung Smart TVs | Outdoor Dining Area <br /> <br />Dive into Albany's lively bar scene from this 2-bed, 1-bath vacation rental! Spanning the entire 2nd floor of a historic building, this apartment features a bright and updated interior, a well-stocked kitchen, and an outdoor space to relax after your well-spent days. Stroll through Washington Park, sample the neighborhood pubs and eateries, or catch a show at the Empire State Plaza!","- Walking distance to Lark Street: restaurants, pubs, local boutiques, coffee shops, live entertainment, nightclubs  <br />- 39 feet to Fuze Box <br />- 0.2 miles to Washington Park <br />- 0.5 miles to The Egg <br />- 0.6 miles to New York State Museum <br />- 0.7 miles to New York State Capitol <br />- 1 mile to Lincoln Park <br />- 10 miles to Albany International Airport",121680792,Evolve,2017-03-20,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,100%,99%,f,Highland Lakes,1202.0,2457.0,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,42.65679,-73.76334,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Microwave"", ""Bed linens"", ""Carbon monoxide alarm"", ""Private entrance"", ""Exterior security cameras on property"", ""First aid kit"", ""Shampoo"", ""Ceiling fan"", ""Wifi"", ""Dishes and silverware"", ""Air conditioning"", ""Smoke alarm"", ""Kitchen"", ""Self check-in"", ""Board games"", ""Heating"", ""Cooking basics"", ""Outdoor furniture"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Keypad"", ""Hangers"", ""Dining table"", ""TV"", ""Oven"", ""Hair dryer"", ""Dedicated workspace"", ""Patio or balcony"", ""Fire extinguisher"", ""Hot water""]",96.0,t,11,41,71,341,13,13,0,282.0,12.0,78.0,7488.0,2024-08-21,2025-01-05,4.77,4.46,5.0,4.92,4.85,4.08,4.38,2.01,Albany
1328247359330291677,The Whisky House,"Step into history and charm at our three-story townhouse, built in 1892, nestled in the heart of<br />Albany’s historic district. The Whiskey House is a true gem, with its stunning brownstone façade<br />and unbeatable location directly across from the Empire State Plaza. Whether you’re here for<br />business, leisure, or a special occasion, this is your perfect home away from home.",,666182267,Tyler,2024-12-09,,,within an hour,100%,100%,f,Capitol Hill,1.0,1.0,"['email', 'phone']",f,t,,SIXTH WARD,42.65015,-73.76337,Entire home,Entire home/apt,8,1.5,1.5 baths,3.0,3.0,"[""Keypad"", ""First aid kit"", ""Long term stays allowed"", ""Paid parking lot off premises"", ""Dryer \u2013\u00a0In unit"", ""TV"", ""Heating"", ""Wifi"", ""Free street parking"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Air conditioning"", ""Smoke alarm"", ""Kitchen"", ""Fire extinguisher"", ""Washer \u2013\u00a0In unit"", ""Self check-in"", ""Hot water""]",170.0,t,20,48,75,341,3,3,3,282.0,0.0,18.0,3060.0,2025-02-06,2025-02-27,5.0,4.33,5.0,4.33,5.0,5.0,5.0,3.0,Albany
1256391301639690602,Lovely 1 bedroom across the park,"Welcome to our 1Bedroom apartment located in the heart of Albany minutes away from downtown, steps away from Albany Med and across Washington park.",,37769478,Erion,2015-07-07,"Albany, NY",Hello just a traveler who loves to enjoy others living space and learn about their culture as I share my space and culture with others. ,within an hour,100%,99%,,Pine Hills,15.0,15.0,"['email', 'phone']",t,t,,SIXTH WARD,42.65422976833157,-73.76982577313373,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""First aid kit"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Kitchen"", ""Fire extinguisher""]",88.0,t,30,60,90,364,8,8,1,305.0,4.0,48.0,4224.0,2024-10-04,2025-02-11,4.63,4.75,4.5,5.0,5.0,4.5,4.63,1.6,Albany
850653820133738660,"Private queen room near Albany Med, UAlbany","Hello, thanks for checking out my listing! This vintage, updated home has  multiple living areas inc. 2 living rooms, dining room, enclosed porch & outdoor patio with tree-lined back yard. large bedroom with closet, shared 1.5 baths. plenty of on street parking.  2 mi to Albany Medical, the VA, 1 mi to St Peter's. Approx. 1 mi (walkable!) from University at Albany main campus, Harriman State office campus, groceries & nightlife.<br />An affectionate senior cat lives here!","Melsrose is one of the safest and most desirable neighborhoods in Albany. Its a pretty quiet residential area, but not far at all from restaurants, nightlife, and shopping. Neighborhood is a mix of owner occupied single family and rentals. Neighbors are graduate students, professionals and families.",20536619,Emily,2014-08-25,"Albany, NY",I love hosting international students and professionals relocating to the area because I get to help introduce them to our amazing city!,within a few hours,100%,80%,t,,5.0,5.0,"['email', 'phone']",t,t,Neighborhood highlights,THIRTEENTH WARD,42.67177,-73.79464,Private room in home,Private room,2,1.5,1.5 shared baths,1.0,1.0,"[""Microwave"", ""Dishwasher"", ""Cleaning products"", ""HDTV with Roku"", ""Free washer \u2013 In building"", ""Bed linens"", ""Drying rack for clothing"", ""Carbon monoxide alarm"", ""Barbecue utensils"", ""Bathtub"", ""Exterior security cameras on property"", ""Shared patio or balcony"", ""Wine glasses"", ""Blender"", ""First aid kit"", ""Bidet"", ""Long term stays allowed"", ""Ceiling fan"", ""Wifi"", ""Host greets you"", ""Dishes and silverware"", ""BBQ grill: charcoal"", ""Smoke alarm"", ""Kitchen"", ""Room-darkening shades"", ""Free dryer \u2013 In unit"", ""Books and reading material"", ""Free street parking"", ""Shared backyard \u2013 Fully fenced"", ""Cooking basics"", ""Clothing storage: closet"", ""Stainless steel single oven"", ""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Refrigerator"", ""Stainless steel electric stove"", ""Dining table"", ""Radiant heating"", ""Baking sheet"", ""Hot water kettle"", ""Freezer"", ""Window AC unit"", ""Hair dryer"", ""Coffee"", ""Portable fans"", ""Fire extinguisher"", ""Smoking allowed"", ""Hot water""]",65.0,t,30,60,89,89,14,9,1,89.0,8.0,72.0,4680.0,2023-07-31,2025-02-02,5.0,5.0,5.0,5.0,5.0,4.93,4.86,0.72,Albany
1016050146219474145,Heart of Albany - Downtown Near Everything,"Prime Real Estate On the Bus Route - Free bus every 20 minutes.<br /><br />This place is in the Heart of Albany, lots of things in walking distance. Bar and Restaurant Mania!<br /><br />Minutes from:<br />Suny Albany Downtown<br />Albany Medical College<br />Albany Law School<br />St Peters Hospital<br />Albany VA Medical Center<br />Samaritan Hospital<br />Albany Memorial Hospital<br />Massry Family Children's Emerg Center",Prime Real Estate in the Center of Albany Downtown. Plenty of Attractions within walking distance.,42708277,Rodney,2015-08-27,"New York, NY","I'm a Native New Yorker and I spent several years in Upstate New York while attending college and moving to Albany shortly after for work. My passion is Hospitality and I Absolutely love being an Airbnb host. My properties are designed for maximum comfort and to ensure you have everything you need during your stay. If you have any questions, I am only a message away. ",within an hour,100%,99%,f,Southeast Raleigh,8.0,10.0,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,42.65539,-73.76416,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,1.0,"[""Microwave"", ""Free parking on premises"", ""Cleaning products"", ""Bed linens"", ""Carbon monoxide alarm"", ""Bathtub"", ""Exterior security cameras on property"", ""Wine glasses"", ""First aid kit"", ""Shampoo"", ""Long term stays allowed"", ""Wifi"", ""Mini fridge"", ""Dishes and silverware"", ""Smoke alarm"", ""Kitchen"", ""Room-darkening shades"", ""Self check-in"", ""Shower gel"", ""Stove"", ""Laundromat nearby"", ""Heating"", ""Free street parking"", ""Cooking basics"", ""Conditioner"", ""Coffee maker"", ""Essentials"", ""Clothing storage"", ""Refrigerator"", ""Hangers"", ""TV"", ""Baking sheet"", ""Hot water kettle"", ""Body soap"", ""Freezer"", ""Oven"", ""Extra pillows and blankets"", ""Hair dryer"", ""Iron"", ""Dedicated workspace"", ""Coffee"", ""Ethernet connection"", ""Fire extinguisher"", ""Smart lock"", ""Hot water""]",60.0,t,17,46,46,46,33,26,2,46.0,27.0,156.0,9360.0,2023-11-05,2025-02-14,4.82,4.85,4.76,4.88,4.97,4.85,4.79,2.05,Albany
1135812630237897119,Cozy Bedrooms in Albany,"This is an apartment building, I am renting a room and you will share the unit with other guest. I will pay utilities. From this central location, guests can get to all mayor highways, restaurants, colleges and Hospitals. Beautiful Central Park, Albany Museum, Empire State Plaza and the historic District is minutes away. Welcome.",,522436003,Adriana,2023-06-27,,,within a few hours,86%,40%,t,Pine Hills,3.0,5.0,['phone'],f,t,,THIRTEENTH WARD,42.6689614,-73.7890379,Private room in rental unit,Private room,1,2.0,2 shared baths,0.0,1.0,"[""Microwave"", ""Dishwasher"", ""Bed linens"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""TV with Netflix, Roku"", ""Wifi"", ""Dishes and silverware"", ""Toaster"", ""Air conditioning"", ""Smoke alarm"", ""Kitchen"", ""Stove"", ""Clothing storage"", ""Refrigerator"", ""Hangers"", ""Freezer"", ""Oven"", ""Iron"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Hot water""]",49.0,t,0,30,60,239,0,0,0,239.0,0.0,0.0,0.0,,,,,,,,,,,Albany
857981934159027424,Updated Historic Brownstone Apt.,"Relax in a newly renovated one bedroom/one bathroom apartment located on the 2nd floor of a charming brownstone building. It features lofty ceilings with beautiful architecture and a newly updated kitchen. Conveniently located to the Palace Theater, Capitol Rep Theater, Times Union Center and the Empire State Plaza. This rental is in walking distance to many popular eateries, bars, and more to explore! Laundry on Site for Long-Term Stays",Typical urban/city environment. Some urban noises such as sirens police cars and traffic noise. Very convenient,60293220,David,2016-02-24,"Latham, NY",,within an hour,100%,100%,t,Ten Broeck Triangle,3.0,3.0,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,THIRD WARD,42.65817,-73.74935,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Microwave"", ""Free parking on premises"", ""Cleaning products"", ""Free washer \u2013 In building"", ""Bed linens"", ""42 inch TV with Amazon Prime Video, Hulu, Netflix, Roku"", ""Carbon monoxide alarm"", ""Bathtub"", ""Gas stove"", ""Wine glasses"", ""Lockbox"", ""First aid kit"", ""Shampoo"", ""Long term stays allowed"", ""Cleaning available during stay"", ""Wifi"", ""Single oven"", ""Dishes and silverware"", ""Toaster"", ""Smoke alarm"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Laundromat nearby"", ""Cooking basics"", ""Clothing storage: closet and dresser"", ""Coffee maker: drip coffee maker"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Radiant heating"", ""Hot water kettle"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Hair dryer"", ""Iron"", ""Window AC unit"", ""Dedicated workspace"", ""Coffee"", ""Portable fans"", ""Fire extinguisher"", ""Hot water""]",84.0,t,25,52,74,340,19,8,0,281.0,8.0,48.0,4032.0,2023-05-24,2024-11-11,4.79,4.79,4.79,4.89,4.89,4.58,4.84,0.88,Albany
668608486588067880,The Historic J. Buel Farmhouse - Silk Hearth Room,"This tastefully decorated room has more than enough space for you to get cozy by the fire. A queen size bed, couch, sitting chair, and oversize beanbag all welcome you to this very comfortable space. The bathroom is shared with one other guest room. There is a half bath on the first floor shared with the entire house as well as an outdoor shower.","The house is centrally located on a bus line, with supermarket, movie theater, bars and restaurants are within walking distance.",382970529,Thomas,2021-01-04,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",within an hour,100%,98%,t,Melrose,12.0,24.0,['phone'],t,t,Neighborhood highlights,FOURTEENTH WARD,42.66764,-73.79908,Private room in home,Private room,2,1.5,1.5 shared baths,1.0,1.0,"[""Microwave"", ""Pool table"", ""Dishwasher"", ""Free parking on premises"", ""Central air conditioning"", ""Cleaning products"", ""Bed linens"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Barbecue utensils"", ""Exterior security cameras on property"", ""Shared patio or balcony"", ""Hammock"", ""Private living room"", ""Wine glasses"", ""Blender"", ""Shampoo"", ""Long term stays allowed"", ""Wifi"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Wolf stove"", ""52 inch HDTV with Amazon Prime Video"", ""Outdoor dining area"", ""Toaster"", ""Smoke alarm"", ""Kitchen"", ""BBQ grill"", ""Outdoor shower"", ""Room-darkening shades"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Self check-in"", ""Board games"", ""Books and reading material"", ""Free street parking"", ""Shared backyard \u2013 Fully fenced"", ""Cooking basics"", ""Clothing storage: closet and dresser"", ""Shared pool - available seasonally"", ""Coffee maker: drip coffee maker"", ""Lock on bedroom door"", ""Outdoor furniture"", ""Essentials"", ""Crib"", ""Refrigerator"", ""Hangers"", ""Indoor fireplace: gas"", ""Dining table"", ""Keypad"", ""Radiant heating"", ""Baking sheet"", ""Hot water kettle"", ""Body soap"", ""Freezer"", ""Oven"", ""Extra pillows and blankets"", ""Hair dryer"", ""Iron"", ""Dedicated workspace"", ""Noise decibel monitors on property"", ""Coffee"", ""Fire pit"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Shared hot tub"", ""Hot water""]",70.0,t,25,51,77,77,103,23,1,77.0,29.0,138.0,9660.0,2022-07-19,2025-02-16,4.92,4.91,4.95,4.93,4.96,4.96,4.92,3.23,Albany
938431811499141903,The little room with TV and twin bed,"Place is within 2-3 miles of AMC, St. Peter's,  UAlbany, SUNY, College of St. Rose, Washington park, Empire State Plaza, and many other establishments.<br /><br />Only 15 minute ride to the airport !",Area is in densely populated central district of Albany close to schools and other establishments.  There is high traffic of cars in the area and streets can be busy depending on time of day.,116935236,Fs,2017-02-18,"Murrieta, CA","Navy medic, belonged to the Hospital Corps, the only enlisted corps in the navy !  Participated in Operation Pacific Haven and KAL flight 801 mass casualty ops and post-ops.",within an hour,100%,75%,t,,4.0,4.0,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,THIRTEENTH WARD,42.66974,-73.78611,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Central heating"", ""Clothing storage: dresser"", ""Cleaning products"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Bathtub"", ""Nonspecific  shampoo"", ""Exterior security cameras on property"", ""First aid kit"", ""Long term stays allowed"", ""Cleaning available during stay"", ""Wifi"", ""Dishes and silverware"", ""Nonspecific  body soap"", ""Smoke alarm"", ""BBQ grill"", ""Self check-in"", ""Children\u2019s books and toys"", ""Pets allowed"", ""Free street parking"", ""Lock on bedroom door"", ""Essentials"", ""Refrigerator"", ""Keypad"", ""Dining table"", ""TV"", ""Window AC unit"", ""Iron"", ""Dedicated workspace"", ""Nonspecific  conditioner"", ""Fire extinguisher""]",40.0,t,3,29,59,333,30,19,2,274.0,23.0,114.0,4560.0,2023-07-23,2025-02-27,5.0,4.97,4.8,4.83,4.97,4.97,4.9,1.53,Albany
1273861365984558378,Short term across from UAlbany,"Welcome to Luna Studio Apartments in Albany, NY—your perfect home away from home! Our fully furnished studios offer the ideal blend of comfort and convenience. Located just minutes from the university and local hospitals, Luna Studio provides a hassle-free stay with modern amenities, all-inclusive utilities, and free Wi-Fi. Enjoy a peaceful, clean, and centrally located space, perfect for short-term or extended stays. Book your stay at Luna Studio and experience Albany living with ease!",,658588120,Melinda,2024-10-23,,,within a day,60%,100%,f,,1.0,1.0,"['email', 'phone']",f,t,,TWELFTH WARD,42.686850591818136,-73.81405551801146,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Pool table"", ""Free parking on premises"", ""First aid kit"", ""TV"", ""Wifi"", ""Washer"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Air conditioning"", ""Smoke alarm"", ""Kitchen"", ""Fire extinguisher""]",60.0,t,24,54,71,267,0,0,0,208.0,0.0,0.0,0.0,,,,,,,,,,,Albany
756752556396798800,Private Room in the Center of the Albany,"Lovely private room for traveling nurses and professionals.<br />This is a private room with shared bathroom and full kitchen, you are more than welcome to use any kitchen appliances.<br />I'm a software engineer works from home and wanting to rent my 2 extra rooms to our lovely guests. This is a very friendly house and you will definitely enjoy your time while staying with us. Can't wait to meet ya!","It's perfect location for any kind of events, there are bars around house,restaurants, market right next to us, bus stop and hospital is only 5 min walking distance",69729286,Musab,2016-05-01,"Albany, NY",,within a few hours,100%,73%,f,Capitol Hill,2.0,2.0,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,42.65259,-73.76732,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Microwave"", ""Cleaning products"", ""Bed linens"", ""Carbon monoxide alarm"", ""Barbecue utensils"", ""Bathtub"", ""Blender"", ""Shampoo"", ""Long term stays allowed"", ""Wifi"", ""Host greets you"", ""Washer"", ""Dishes and silverware"", ""Toaster"", ""Air conditioning"", ""Smoke alarm"", ""Kitchen"", ""Room-darkening shades"", ""Stove"", ""Laundromat nearby"", ""Heating"", ""Free street parking"", ""Cooking basics"", ""Single level home"", ""Coffee maker: drip coffee maker"", ""Lock on bedroom door"", ""Essentials"", ""Clothing storage"", ""Refrigerator"", ""Hangers"", ""TV"", ""Hot water kettle"", ""Freezer"", ""Oven"", ""Dryer"", ""Hair dryer"", ""Extra pillows and blankets"", ""Iron"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Hot water""]",47.0,t,30,60,84,214,17,3,2,214.0,3.0,30.0,1410.0,2023-01-01,2025-02-27,4.94,4.88,4.71,4.94,5.0,4.88,4.88,0.64,Albany
1208695175897245796,"""The Albany Allen Home"" Private Bedroom 5","Charming first-floor apartment with five cozy bedrooms & 1.5 modern bathrooms. Your private bedroom has a full-size bed, dresser, ample closet space, blackout curtains & Smart TV. Custom stone fireplace in the living room, original hardwood floors, washer & dryer. Fully equipped kitchen w/ quartz countertops & stainless steel appliances, generous-sized dining room table, free street parking, and weekly cleaning of common areas. Prime location with easy access to local food spots and hospitals.",,349460842,Scott,2020-06-10,"Albany, NY",Hi my name is Scott Guadagnino. I’ve been in the Albany area for 9 years. Went to school in South Carolina. We love hosting and having guests at our 4 Airbnb’s!,within an hour,100%,98%,t,Pine Hills,17.0,17.0,"['email', 'phone']",t,t,,TENTH WARD,42.6639,-73.7927,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,1.0,"[""Microwave"", ""Dishwasher"", ""Cleaning products"", ""Coffee maker: pour-over coffee"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Bathtub"", ""Exterior security cameras on property"", ""Wine glasses"", ""Blender"", ""First aid kit"", ""Indoor fireplace"", ""Long term stays allowed"", ""Ceiling fan"", ""Wifi"", ""Cleaning available during stay"", ""Washer"", ""Dishes and silverware"", ""Toaster"", ""Air conditioning"", ""Smoke alarm"", ""Kitchen"", ""Room-darkening shades"", ""Self check-in"", ""Stove"", ""Laundromat nearby"", ""Heating"", ""Free street parking"", ""Cooking basics"", ""Lock on bedroom door"", ""Keypad"", ""Clothing storage"", ""Refrigerator"", ""Hangers"", ""Dining table"", ""TV"", ""Baking sheet"", ""Hot water kettle"", ""Freezer"", ""Oven"", ""Dryer"", ""Hair dryer"", ""Extra pillows and blankets"", ""Iron"", ""Coffee"", ""Portable fans"", ""Fire extinguisher"", ""Hot water""]",56.0,t,0,0,30,304,0,0,0,245.0,0.0,0.0,0.0,,,,,,,,,,,Albany
54126420,Beautiful 1 bedroom in a quiet residential area.,"A peaceful 1-bedroom apartment nestled in a quiet residential area of Albany. minutes away fromMarket 32 and local restaurants andSt. Rose College, Downtown Albany is7-minute drive away, Albany Med just 5 minutes, and Saint Peters only 3 minutes, convenience is at your fingertips. The apartment is part of a 4-unit house, offering privacy and thick walls for a noise-free environment.Free street parking is never a problem to park.","Neighborhood is very quiet and safe, minutes of walking to Saint Rose College there is a Market 32 grocery store within walking minutes, bars and restaurants are within walking distance also about 5min away drive from either Medical Center or Saint Peters Hospital.",37769478,Erion,2015-07-07,"Albany, NY",Hello just a traveler who loves to enjoy others living space and learn about their culture as I share my space and culture with others. ,within an hour,100%,99%,,Pine Hills,15.0,15.0,"['email', 'phone']",t,t,Neighborhood highlights,TENTH WARD,42.66261,-73.79026,Entire home,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Microwave"", ""Dishwasher"", ""Coffee maker: Keurig coffee machine"", ""Free parking on premises"", ""Cleaning products"", ""Bed linens"", ""Paid street parking off premises"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Bathtub"", ""Wine glasses"", ""Blender"", ""First aid kit"", ""Shampoo"", ""Long term stays allowed"", ""Cleaning available during stay"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Kitchen"", ""Self check-in"", ""Shower gel"", ""TV with Netflix"", ""Cooking basics"", ""Clothing storage: closet and dresser"", ""Electric stove"", ""Essentials"", ""Refrigerator"", ""Keypad"", ""Hangers"", ""Dining table"", ""Radiant heating"", ""Hot water kettle"", ""Freezer"", ""Hair dryer"", ""Iron"", ""Coffee"", ""Fire extinguisher"", ""Portable air conditioning"", ""Hot water""]",82.0,t,25,55,85,359,100,33,3,300.0,35.0,198.0,16236.0,2022-06-12,2025-02-21,4.75,4.78,4.77,4.86,4.95,4.82,4.72,3.02,Albany
